time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461650000	-24.7938	-6.09382	4.82922	2.22616	-0.561098	radar	0.511192	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9645	-5.91027	4.83766	2.20669	-0.552492	lidar	1.68339	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0938	-5.70326	4.83714	2.17412	-0.556621	radar	1.96627	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.2284	-5.52546	4.82577	2.15141	-0.5534	lidar	0.795243	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3778	-5.3364	4.82656	2.13753	-0.534371	radar	1.09478	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.5123	-5.12853	4.83139	2.11229	-0.532515	lidar	0.20823	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6447	-4.93978	4.82404	2.10025	-0.511036	radar	6.94986	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.76	-4.7553	4.80888	2.07848	-0.509387	lidar	1.28909	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8799	-4.54728	4.80864	2.0588	-0.499985	radar	0.392398	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9826	-4.32197	4.8123	2.02973	-0.503184	lidar	0.217819	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0928	-4.10446	4.8171	1.99606	-0.522534	radar	10.3757	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1736	-3.85038	4.83068	1.95998	-0.529905	lidar	1.75607	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2491	-3.61814	4.83294	1.91836	-0.555377	radar	3.57297	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2778	-3.35951	4.83395	1.87144	-0.572135	lidar	4.83642	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3274	-3.11893	4.83506	1.82973	-0.591328	radar	0.901731	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3554	-2.87815	4.82967	1.7903	-0.600575	lidar	1.70488	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4116	-2.64796	4.8278	1.76352	-0.597541	radar	1.24296	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4938	-2.46089	4.80667	1.75119	-0.584567	lidar	5.80791	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5459	-2.22507	4.8079	1.72943	-0.573554	radar	0.735842	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5973	-2.01414	4.79456	1.70843	-0.568339	lidar	1.59944	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6263	-1.77475	4.79384	1.68446	-0.558659	radar	1.97365	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6228	-1.53253	4.79086	1.64766	-0.566738	lidar	1.26655	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6213	-1.29485	4.78887	1.60908	-0.582241	radar	1.90164	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6241	-1.06645	4.78116	1.5797	-0.583318	lidar	0.325176	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6514	-0.834851	4.77991	1.56134	-0.572397	radar	5.08504	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6593	-0.59698	4.78102	1.5371	-0.568443	lidar	0.30385	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6468	-0.356399	4.7844	1.50292	-0.579816	radar	2.14232	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5995	-0.0942045	4.79809	1.46452	-0.586595	lidar	2.32544	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5794	0.14334	4.79949	1.43559	-0.589182	radar	1.72357	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5543	0.404551	4.81657	1.40952	-0.584403	lidar	1.71162	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5394	0.640702	4.81453	1.39445	-0.565544	radar	1.6802	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5295	0.899515	4.83075	1.37801	-0.553482	lidar	3.40913	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4898	1.14476	4.83243	1.36367	-0.529199	radar	7.74208	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4312	1.38558	4.83606	1.3355	-0.530337	lidar	0.123419	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.392	1.61191	4.82728	1.32097	-0.513428	radar	8.3643	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3337	1.83855	4.82269	1.29642	-0.512885	lidar	0.138863	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2678	2.06873	4.82193	1.27135	-0.512587	radar	0.140932	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2016	2.2842	4.81175	1.2474	-0.512043	lidar	0.622277	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1384	2.51404	4.80884	1.23417	-0.492609	radar	1.28192	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0581	2.74848	4.81453	1.21072	-0.491083	lidar	0.176696	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9669	2.97015	4.81643	1.17812	-0.506337	radar	2.43657	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8689	3.22027	4.83655	1.15431	-0.503329	lidar	2.08789	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7873	3.44517	4.83686	1.13585	-0.496929	radar	2.24441	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6799	3.65926	4.83473	1.10977	-0.498188	lidar	0.0396524	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5643	3.86899	4.83253	1.08192	-0.501872	radar	0.998213	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4914	4.0748	4.81985	1.06919	-0.491997	lidar	3.71984	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3686	4.28058	4.81826	1.0426	-0.494118	radar	0.563623	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2128	4.48864	4.82665	1.0086	-0.501658	lidar	1.96991	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0619	4.68606	4.82535	0.982479	-0.495953	radar	8.90608	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9416	4.88715	4.82258	0.962649	-0.491778	lidar	0.465971	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7865	5.07845	4.82307	0.934045	-0.494026	radar	2.26182	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6231	5.27909	4.83367	0.905616	-0.496493	lidar	0.993011	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4541	5.4566	4.83564	0.868163	-0.514778	radar	0.965663	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2697	5.63099	4.83894	0.83387	-0.522114	lidar	1.2521	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1031	5.79816	4.83621	0.801136	-0.533595	radar	3.29432	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9296	5.96528	4.83475	0.772856	-0.535144	lidar	0.0356052	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7799	6.15289	4.82979	0.769712	-0.499034	radar	4.53858	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6095	6.3156	4.82606	0.745447	-0.498734	lidar	0.101439	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4566	6.49424	4.82144	0.737238	-0.476497	radar	2.10555	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2465	6.67937	4.84782	0.711354	-0.476169	lidar	4.48704	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0501	6.82503	4.84443	0.686131	-0.473342	radar	5.55394	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8423	6.98572	4.85773	0.660081	-0.474417	lidar	1.32859	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6333	7.11955	4.85916	0.627755	-0.484335	radar	1.39523	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4459	7.27086	4.85995	0.608718	-0.479617	lidar	0.312731	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2245	7.39072	4.86737	0.567051	-0.505661	radar	2.66949	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0444	7.5532	4.87154	0.556376	-0.49218	lidar	2.29004	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8603	7.71362	4.87064	0.553571	-0.463389	radar	6.07684	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6538	7.85658	4.87784	0.535419	-0.458296	lidar	0.375086	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4606	7.99219	4.87242	0.52333	-0.444767	radar	1.69295	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2218	8.05783	4.86212	0.48115	-0.46356	lidar	3.78913	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0276	8.20873	4.85908	0.485758	-0.424295	radar	7.41144	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8445	8.36017	4.85847	0.482141	-0.408375	lidar	3.47856	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6122	8.46451	4.8674	0.453408	-0.419552	radar	4.03691	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.374	8.58688	4.88522	0.434293	-0.416673	lidar	1.87721	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1718	8.717	4.87882	0.434897	-0.386804	radar	2.68382	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9637	8.82932	4.87528	0.421408	-0.381721	lidar	0.586191	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7592	8.95297	4.86796	0.422168	-0.353676	radar	2.53894	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5291	9.03373	4.86598	0.398236	-0.359456	lidar	0.346801	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2973	9.13474	4.87319	0.381843	-0.357557	radar	4.37208	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0261	9.21044	4.89533	0.353115	-0.366189	lidar	6.07771	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8065	9.29839	4.89022	0.338789	-0.362026	radar	1.60223	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.56	9.39282	4.90472	0.323158	-0.359011	lidar	1.21791	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.3025	9.42335	4.9111	0.279237	-0.39208	radar	5.37924	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0371	9.5312	4.94241	0.269059	-0.381815	lidar	5.45368	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.797	9.61066	4.94378	0.260823	-0.364972	radar	3.22002	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.5369	9.71155	4.96848	0.252553	-0.354506	lidar	3.41383	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2964	9.77796	4.97041	0.236393	-0.353638	radar	0.680779	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-17.0392	9.89536	4.99678	0.236802	-0.335692	lidar	4.57506	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7926	9.95131	4.99898	0.219222	-0.336575	radar	0.254846	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.5468	10.0655	5.01556	0.22236	-0.3175	lidar	3.35404	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2998	10.1219	5.01881	0.205591	-0.320102	radar	0.902792	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-16.0489	10.1736	5.02272	0.18991	-0.319622	lidar	0.0977059	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.8048	10.2314	5.02188	0.180795	-0.310466	radar	0.336959	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5587	10.2574	5.01739	0.159724	-0.315727	lidar	0.257146	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2853	10.2659	5.03444	0.123436	-0.34364	radar	9.37333	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-15.0248	10.3312	5.04876	0.117491	-0.332731	lidar	1.49986	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7751	10.3659	5.04298	0.1121	-0.312586	radar	5.94788	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.5128	10.3574	5.04467	0.084122	-0.323831	lidar	1.55793	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2562	10.3789	5.04784	0.0694961	-0.320975	radar	0.88526	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9801	10.5084	5.08238	0.0903505	-0.285431	lidar	11.9467	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.728	10.5614	5.0808	0.095017	-0.258725	radar	2.79857	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.4627	10.5781	5.08846	0.0795387	-0.260749	lidar	0.606313	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.2053	10.5998	5.09145	0.067411	-0.259764	radar	0.502173	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.9484	10.6965	5.10399	0.0814557	-0.234501	lidar	5.49975	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6912	10.7404	5.10684	0.0813761	-0.219719	radar	2.23589	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.4314	10.7298	5.10695	0.0601829	-0.229049	lidar	0.981781	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1755	10.7651	5.10684	0.0610902	-0.211739	radar	1.20937	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.9202	10.8339	5.11324	0.0686043	-0.195041	lidar	2.65902	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6532	10.8505	5.12074	0.0599698	-0.192176	radar	3.39285	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.4029	10.8791	5.1186	0.0552988	-0.187728	lidar	0.340083	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1429	10.8193	5.12398	0.00438167	-0.245357	radar	9.18025	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.8578	10.7959	5.1421	-0.016308	-0.252623	lidar	3.95578	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.602	10.791	5.14165	-0.0290273	-0.253204	radar	0.0622165	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3513	10.799	5.13871	-0.0359483	-0.248041	lidar	0.504763	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0965	10.8504	5.13377	-0.0141511	-0.201269	radar	6.71075	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.83512	10.8956	5.1404	-0.00774652	-0.186	lidar	2.3779	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.58856	10.8859	5.13164	-0.0168889	-0.18356	radar	3.63666	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.32676	10.9103	5.13712	-0.0162914	-0.174515	lidar	0.87677	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07175	10.897	5.13373	-0.0240517	-0.169582	radar	2.71665	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.80932	10.9242	5.13962	-0.0213039	-0.159258	lidar	1.20128	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55641	10.8907	5.13483	-0.0363064	-0.1637	radar	6.34688	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.33918	10.8337	5.10528	-0.0593962	-0.177637	lidar	5.74813	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.08197	10.8493	5.10529	-0.0517703	-0.155585	radar	1.74361	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79023	10.8707	5.13255	-0.0480756	-0.144778	lidar	4.65073	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52763	10.8717	5.13432	-0.0433599	-0.125481	radar	2.63761	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25926	10.8537	5.14267	-0.0516228	-0.127198	lidar	0.603113	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.009	10.8896	5.13447	-0.029822	-0.0879123	radar	5.15135	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
